"ID","Obra","Início","Término","Suporte","Categoria","Réplica?","Fonte","Instituição","País_Instituição","Nº _de_artistas","ID_artista_1","NomeArtista1","PaísNascimentoArtista1","PaísMorteArtista1","ID_artista_2","NomedoArtista2","PaísNascimentoArtista2","PaísMorteArtista2"
118,"L'Objet du couchant (Object of Sunset)",1936,1936,"Painted wood (carob tree trunk), Bed spring, gas burner, chain, shackle and string","Painting-Object","N","https://successiomiro.com/catalogue/object/695","Centre Pompidou","França",1,38,"Joan Miró","Espanha","Espanha",,,,
119,"Objet poétique (Poetic Object)",1936,1936,"Assemblage: stuffed parrot on wooden perch, stuffed silk stocking with velvet garter and doll's paper shoe suspended in hollow wood frame, derby hat, hanging cork ball, celluloid fish and engraved map","Assemblage","N","https://successiomiro.com/catalogue/object/694","MoMA","EUA",1,38,"Joan Miró","Espanha","Espanha",,,,
120,"Ce mouvement doit être répété 10 fois,",1936,1936,"Objet-miroir » réalisé par la maison Hugnet Support et cadre articulé en bois peint, miroir,collage d’une reproduction de magazine","NA","N","https://www.artnet.com/artists/l%C3%A9o-malet/ce-mouvement-doit-%C3%AAtre-r%C3%A9p%C3%A9t%C3%A9-10-fois-pdgRYf9Zak-wceCzw6G4jg2","NA","NA",2,36,"Léo Malet","França","França",32,"Georges Hugnet","França","França"
121,"Couverture d'un livre ayant séjourné dans la mer.",1936,1936,"Il s'agit d'un livre dont la couverture est ornée de concrétions marines, de boue séchée, d'algues, cordelette et coquillages","NA","N","https://www.pba-auctions.com/lot/99721/10827204-leonor-finicouverture-dun-livrsort=2&","Pierre Bergé & Associés","França",1,23,"Léonor Fini","Argentina","França",,,,
122,"Le spectre du Gardénia",1936,1936,"Flocage sur plâtre, fermeture éclair, pellicule de film et daim","Sculpture","S","https://www.centrepompidou.fr/fr/ressources/oeuvre/cdnzA4","Centre Pompidou","França",1,39,"Marcel Jean","França","França",,,,
123,"L'Hommage a Paganini",1936,1936,"Wood, straw and cloth assemblage","Assemblage","S","https://catalogue.swanngalleries.com/Lots/auction-lot/MAURICE-HENRY-(1907-1984)-LHommage-a-Paganini?saleno=2579&lotNo=232&refNo=785793","Arts Council Collection","Inglaterra",1,25,"Maurice Henry","França","Itália",,,,
124,"Souvenir de 'Déjeuner en Fourrure' (Souvenir of Breakfast in Fur)",1936,1936,"Mixed media","Collages","S","https://collections.lacma.org/node/198214","Los Angeles County Museum of Art","EUA",1,10,"Meret Oppenheim","Alemanha","Suíça",,,,
125,"Ma gouvernante - My Nurse - Mein Kindermädchen",1936,1936,"Metal plate, shoes, string, paper","Sculpture","S","https://sis.modernamuseet.se/objects/1330/ma-gouvernante--my-nurse--mein-kindermadchen","Moderna Museet","Suécia",1,10,"Meret Oppenheim","Alemanha","Suíça",,,,
126,"Object",1936,1936,"Fur-covered cup, saucer, and spoon","Painting and Sculpture","N","https://www.moma.org/collection/works/80997?artist_id=4416&page=1&sov_referrer=artist","MoMA","EUA",1,10,"Meret Oppenheim","Alemanha","Suíça",,,,
127,"Fur Gloves With Wooden Fingers",1936,1936,"Fur gloves, wooden fingers, nail polish","NA","S","https://ocula.com/art-galleries/hauser-wirth/artworks/meret-oppenheim/der-verliebte-polyphem-the-enamoured-polyphem/","Ursula Hauser Collectio","Suíça",1,10,"Meret Oppenheim","Alemanha","Suíça",,,,
128,"Ouverture o Paris",1936,1936,"Madera, reloj, abrelatas y hojalata","NA","N","https://teatenerife.es/obra/ouverture-o-paris/1280","Espacio de las Artes Cabildo Insular de Tenerife","Espanha",1,30,"Óscar Domínguez","Espanha","França",,,,
129,"This is a Piece of Cheese (Ceci est un morceau de fromage)",1936,1936,"Oil on canvas board in gilded wood frame set in glass dome and pedestal","3-D Object/Sculpture","N","https://www.menil.org/collection/objects/2333-this-is-a-piece-of-cheese-ceci-est-un-morceau-de-fromage","Menil","EUA",1,41,"René Magritte","Bélgica","Bélgica",,,,
130,"The Last Voyage of Captain Cook",1936,1936,"NA","objects","S","https://www.tate.org.uk/art/artworks/penrose-the-last-voyage-of-captain-cook-t03377","Tate Museum","Inglaterra",1,40,"Roland Penrose","Inglaterra","Reino Unido",,,,
131,"Venus de Milo with Drawers",1936,1936,"Painted plaster with metal pulls and mink pompons","NA","N","https://www.salvador-dali.org/en/artwork/catalogue-raisonne-sculpture/obra/66eab9bd42ece411947100155d647f0b/venus-de-milo-with-drawers","Art Institute of Chicago","EUA",1,9,"Salvador Dalí","Espanha","Espanha",,,,
132,"Vénus de Milo aux tiroirs",1936,1936,"Bronzeguß mit gipsartiger Fassung und Pelzquasten","Sculpture","S","https://sammlung.kunstsammlung.de/de/werke/614","Kunstsammlung NRW","Alemanha",1,9,"Salvador Dalí","Espanha","Espanha",,,,
133,"Le veston aphrodisiaque",1936,1936,"NA","NA","N","https://www.salvador-dali.org/en/artwork/catalogue-raisonne-sculpture/obra/59eab9bd42ece411947100155d647f0b/the-aphrodisiac-jacket","NA","NA",1,9,"Salvador Dalí","Espanha","Espanha",,,,
134,"Monument à Kant",1936,1936,"NA","Assemblage","N","https://www.salvador-dali.org/en/artwork/catalogue-raisonne-sculpture/obra/68eab9bd42ece411947100155d647f0b/monument-to-kant","NA","NA",1,9,"Salvador Dalí","Espanha","Espanha",,,,
135,"A Tray of Objects",1936,1936,"Cardboard box, stone, polychrome clay, glass, alpaca, leather, chocolate, aluminium foil, matchbox and plaster of Paris","Assemblage","N","https://www.salvador-dali.org/en/artwork/catalogue-raisonne-sculpture/obra/63eab9bd42ece411947100155d647f0b/a-tray-of-objects","Reina Sofia","Espanha",1,9,"Salvador Dalí","Espanha","Espanha",,,,
136,"Lobster telephone",1936,1936,"painted plaster, telephone","Sculpture","N","https://searchthecollection.nga.gov.au/object/2607","The National Gallery of Australia","Austrália",1,9,"Salvador Dalí","Espanha","Espanha",,,,
137,"Sex-Paralysappeal",1936,1936,"Plaster, wood, glass, suede, natural fiber, paint","Sculpture","N","https://sis.modernamuseet.se/en/objects/1295/sexparalysappeal?ctx=0420d6ac49c19fe40b7e71d62af5482bd499b8b3&idx=11","Moderna Museet","Suécia",1,116,"Wilhelm Freddie","Dinamarca","Dinamarca",,,,
138,"L'Heure exacte",1936,1940,"Oil, feather and glass eyes on wood","Sculpture","N","https://www.artbasel.com/catalog/artwork/53521/Wolfgang-Paalen-L-Heure-exacte","Galerie 1900-2000","Paris",1,28,"Wolfgang Paalen","Austria","México",,,,
139,"FROM THE OTHER SIDE OF THE BRIDGE",1936,1936,"Painted wood and stuffed cloth","NA","N","https://www.moma.org/documents/moma_catalogue_1880_300062228.pdf"," Collection Mr. And Mrs. Morton G. Neumann,","EUA",1,42,"Yves Tanguy","França","EUA",,,,
140,"Pour Jacqueline",1937,1937,"Poème-objet : carte à jouer, feuille séchée, étiquette, ruban, ressorts de montre et poème manuscrit collés sur carton","Sculpture","N","https://www.andrebreton.fr/en/work/56600101000783?back_url=https%3A%2F%2Fwww.andrebreton.fr%2Fen%2Fview%3Fsubvid%3Dtsearch%26rql%3DAny%2520X%2520ORDERBY%2520FTIRANK%2528X%2529%2520DESC%2520WHERE%2520X%2520has_text%2520%2522%255C%2522Andre%252A%2520Breton%255C%2522%252A%2522%252C%2520X%2520is%2520Work%252C%2520X%2520in_category%2520A%252C%2520A%2520eid%25205805%26fname%3Dview%26__fromnavigation%3D1%26__start%3D40%26__stop%3D59&back_rql=Any%20X%20ORDERBY%20FTIRANK%28X%29%20DESC%20WHERE%20X%20has_text%20%22%5C%22Andre%2A%20Breton%5C%22%2A%22%2C%20X%20is%20Work%2C%20X%20in_category%20A%2C%20A%20eid%205805","Art Institute of Chicago","EUA",1,27,"André Breton","França","França",,,,
141,"Horaire",1937,1937,"Egg Beater, oil, cork","NA","NA","https://successiomiro.com/catalogue/object/698","NA","NA",1,38,"Joan Miró","Espanha","Espanha",,,,
142,"Untitled (Painted Doorbell)",1937,1940,"Türschelle aus Holz und Metall, bemalt","Objektkunst","N","https://sprengel.hannover-stadt.de/detail","Sprengel Museum Hannover","Alemanha",1,84,"Kurt Schwitters","Alemanha","Reino Unido",,,,
143,"La fille de l'horoscope",1937,1937,"Carton peint, bois et montre","Objet","S","https://www.centrepompidou.fr/fr/ressources/oeuvre/cR54po8","Centre Pompidou","França",1,39,"Marcel Jean","França","França",,,,
144,"Mesa - piano",1937,1937,"Objeto reconstruido por Marcel Jean en 1987, a partir de un objeto original inventado por Óscar Domínguez","NA","S","https://teatenerife.es/obra/mesa-piano/2926","Espacio de las Artes Cabildo Insular de Tenerife","Espanha",1,30,"Óscar Domínguez","Espanha","França",,,,
145,"Jeux (Juegos)",1937,1937,"Madera, alambre, pintura, metal, cepillo, pistola de juguete, fuelle y plumas","Assemblage; Sculpture","N","https://www.museoreinasofia.es/coleccion/obra/jeux-juegos","Reina Sofia","Espanha",1,30,"Óscar Domínguez","Espanha","França",,,,
146,"Bust of Woman Devoured by Ants",1937,1937,"NA","Assemblage","N","https://www.salvador-dali.org/en/artwork/catalogue-raisonne-sculpture/obra/37ebb9bd42ece411947100155d647f0b/bust-of-woman-devoured-by-ants","NA","NA",1,9,"Salvador Dalí","Espanha","Espanha",,,,
147,"Object/​Tower of Babel and Children of Israel",1938,1938,"Mixed media: wood, paperboard, beads, map","Sculpture","N","https://americanart.si.edu/artwork/objecttower-babel-and-children-israel-5647","Smithsonian American Art Museum","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
148,"Untitled (Merz Picture with Algae)",1938,1938,"Öl, Holz, Metall, Pergamentpapier, Algen, Baumrinde, Zweig und Wachs auf Pappe","Objektkunst","N","https://sprengel.hannover-stadt.de/detail","Sprengel Museum Hannover","Alemanha",1,84,"Kurt Schwitters","Alemanha","Reino Unido",,,,
149,"Aphrodisiac Telephone",1938,1938,"Plastic, metal","Sculpture","N","https://collections.artsmia.org/art/5033/aphrodisiac-telephone-salvador-dali","Minneapolis Institute of Art","EUA",1,9,"Salvador Dalí","Espanha","Espanha",,,,
150,"Untitled. «Retrospective Bust of a Woman» version with the «Shoe Hat» by Elsa Schiaparelli and Salvador Dalí",1938,1938,"NA","Assemblage","N","https://www.salvador-dali.org/en/artwork/catalogue-raisonne-sculpture/obra/85eab9bd42ece411947100155d647f0b/untitled-retrospective-bust-of-a-woman-version-with-the-shoe-hat-by-elsa-schiaparelli-and-salvador-dali","NA","NA",1,9,"Salvador Dalí","Espanha","Espanha",,,,
151,"Lobster Telephone",1938,1938,"Painted plaster and Bakelite telephone","Sculpture","N","https://www.nationalgalleries.org/art-and-artists/166050?artists%5B3035%5D=3035&search_set_offset=0","National Galleries of Scotland","Escócia",1,9,"Salvador Dalí","Espanha","Espanha",,,,
152,"Lobster Telephone",1938,1938,"NA","NA","N","https://www.tate.org.uk/art/artists/salvador-dali-971","Tate Museum","Inglaterra",1,9,"Salvador Dalí","Espanha","Espanha",,,,
153,"Lobster Telephone",1938,1938,"Steel, plaster, rubber, resin, and and paper","Sculpture","N","https://www.metmuseum.org/art/collection/search/838423","The Metropolitan Museum of Art","EUA",1,9,"Salvador Dalí","Espanha","Espanha",,,,
154,"Nuage articulé",1938,1938,"Tvättsvamp","Sculpture","N","https://sis.modernamuseet.se/objects/1361/nuage-articule","Moderna Museet","Suécia",1,28,"Wolfgang Paalen","Austria","México",,,,
155,"Téléphone (Teléfono)",1939,1939,"Madera, cerámica y alambre de hierro","Sculpture","N","https://www.museoreinasofia.es/coleccion/obra/telephone-telefono","Reina Sofia","Espanha",1,91,"Antoni Clavé","Espanha","França",,,,
156,"Marine Object",1939,1939,"Terracotta, horn, bone and shells","Sculpture","N","https://www.tate.org.uk/art/artworks/agar-marine-object-t05818","Tate Museum","Inglaterra",1,33,"Eileen Agar","Argentina","Reino Unido",,,,
157,"Untitled (Fortune-Telling Parrot for Carmen Miranda)",1939,1939,"Glass-paned wooden box with brass handles, taxidermy parrot, music box parts, dried and varnished leaves, mirror, cardboard, colored and printed papers, wooden branch, metallic stickers, wood, paint, and string","Sculpture","N","https://www.guggenheim.org/artwork/899","Guggenheim Art Museum","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
158,"Untitled (Fortune-Telling Parrot for Carmen Miranda)",1939,1939,"Glass-paned wooden box with brass handles, taxidermy parrot, music box parts, dried and varnished leaves, mirror, cardboard, colored and printed papers, wood branch, metallic stickers, wood, paint, and string","Mixed media","N","https://www.guggenheim-venice.it/en/art/works/untitled-fortune-telling-parrot-for-carmen-miranda/","Peggy Guggenheim Collection","Itália",1,2,"Joseph Cornell","EUA","EUA",,,,
159,"Untitled (To Marguerite Blachas)",1939,1940,"Book-object made with volume XXII of ""Journal d'agriculture practique"" (Paris, 1911), containing several small objects, magazine clippings, fabric and synthetic hair","Sculpture","N","https://www.museoreinasofia.es/en/collection/artwork/untitled-marguerite-blachas","Reina Sofia","Espanha",1,2,"Joseph Cornell","EUA","EUA",,,,
160,"Bel Echo Gruyere",1939,1939,"Painted wood box with foil-covered paperboard bellows, shredded paper, cut-outs from maps and engravings, and cord","Sculpture","N","https://americanart.si.edu/artwork/bel-echo-gruyere-5600","Smithsonian American Art Museum","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
161,"Voyages Circulaires (Hotel des 4 Soeurs)",1939,1939,"Paper and paint on wood and string","Sculpture","N","https://americanart.si.edu/artwork/voyages-circulaires-hotel-des-4-soeurs-5771","Smithsonian American Art Museum","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
162,"Défense d’Afficher (Object) (Post No Bills)",1939,1939,"box construction (wood box, glass, velvet, cardboard, & photograph)","Sculpture","N","https://www.nga.gov/content/ngaweb/collection/art-object-page.228042.html","The National Gallery of Art","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
163,"untitled (small slipcase object)",1939,1939,"cardboard, paper, glass, cloth, steel","Sculpture","N","https://walkerart.org/collections/artworks/untitled-small-slipcase-object","Walker Art Center","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
164,"Untitled (Merz Picture Alf)",1939,1939,"Diverse Materialen auf Holz","Objektkunst","N","https://sprengel.hannover-stadt.de/detail","Sprengel Museum Hannover","Alemanha",1,84,"Kurt Schwitters","Alemanha","Reino Unido",,,,
165,"Buste de femme rétrospectif dévoré par les fourmis et les cuillères",1939,1939,"NA","Assemblage","N","https://www.salvador-dali.org/en/artwork/catalogue-raisonne-sculpture/obra/89eab9bd42ece411947100155d647f0b/retrospective-bust-of-a-woman-devoured-by-ants-and-spoons","NA","NA",1,9,"Salvador Dalí","Espanha","Espanha",,,,
166,"Loup-table",1939,1947,"Bois et éléments de renard naturalisé","Sculpture","N","https://www.centrepompidou.fr/en/ressources/oeuvre/JYjCTxp","Centre Pompidou","França",1,29,"Victor Brauner","Romênia","França",,,,
167,"Hommage à Guernica de Picasso (Homenaje a Guernica de Picasso)",1940,1947,"Alambre de hierro y cinta de terciopelo","Modelado y ensamblaje","N","https://www.museoreinasofia.es/coleccion/obra/hommage-guernica-picasso-homenaje-guernica-picasso","Reina Sofia","Espanha",1,90,"Alexander Calder","EUA","EUA",,,,
168,"The Muse Listening",1940,1940,"Objet composé d’une lyre en bois peint avec ses cordes, collage, coquillages, cordage, surmonté d’un corps d’oiseau en bois sculpté doré et d’une tête à l’antique en terre cuiteAnnoté sur une étiquette au dos","NA","N","https://www.piasa.fr/fr/products/eileen-agar-buenos-aires-1899-londres-1991-the-muse-listening-circa-1940_66422ac30065b8.98852538","NA","NA",1,33,"Eileen Agar","Argentina","Reino Unido",,,,
169,"Untitled (miniature pill box)",1940,1940,"box assemblage, removable lid","Sculpture, Assemblage (sculpture)","N","https://buffaloakg.org/artworks/199345-untitled-miniature-pill-box","Buffalo AKG Art Museum","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
170,"Taglioni's Jewel Casket",1940,1940,"Velvet-lined wooden box containing glass necklace, jewelry fragments, glass chips, and glass cubes resting in slots on glass","Painting and Sculpture","N","https://www.moma.org/collection/works/81493?classifications=any&date_begin=Pre-1850&date_end=1960&q=Joseph+Cornell&utf8=%E2%9C%93&with_images=1","MoMA","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
171,"Untitled (Bébé Marie)",1940,1940,"Papered and painted wood box, with painted corrugated cardboard bottom, containing doll in cloth dress and straw hat with cloth flowers, dried flowers, and twigs, flecked with paint","Painting and Sculpture","N","https://www.moma.org/collection/works/81784?classifications=any&date_begin=Pre-1850&date_end=1960&q=Joseph+Cornell&utf8=%E2%9C%93&with_images=1","MoMA","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
172,"Untitled",1940,1960,"Mixed media: wood, paper, paint, glass, string, brass...","Sculpture","N","https://americanart.si.edu/artwork/untitled-5704","Smithsonian American Art Museum","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
173,"Untitled",1940,1940,"Mixed media: paperboard, paper, engraving, glass","Sculpture","N","https://americanart.si.edu/artwork/untitled-5694","Smithsonian American Art Museum","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
174,"Untitled",1940,1940,"Mixed media: wood: painted, paper, glass, cork, beads...","Sculpture","N","https://americanart.si.edu/artwork/untitled-5702","Smithsonian American Art Museum","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
